train_loss,val_loss,train_accuracy,val_accuracy
0.7228582961992784,0.6918871253728867,0.010298295454545454,0.001953125
0.6807205324823206,0.6822518557310104,0.37807765151515144,0.17122395833333334
0.6198744394562461,0.6733474135398865,0.5603693181818182,0.2845052083333333
0.5797373273155906,0.6394443213939667,0.7245501893939396,0.4700520833333333
0.5295444456013766,0.6334271132946014,0.8038589015151516,0.56640625
0.49177008731798694,0.6115435808897018,0.8488399621212124,0.5768229166666666
0.45456965132193133,0.599725142121315,0.8816287878787876,0.6009114583333334
0.413944810628891,0.5974910408258438,0.9098011363636366,0.6627604166666666
0.37848303670232947,0.5788781493902206,0.9412878787878789,0.6966145833333334
0.3371137895367362,0.567496120929718,0.9534801136363636,0.7115885416666666
0.3095445118167184,0.5627450495958328,0.9656723484848485,0.7024739583333334
0.27355601299892773,0.5557677000761032,0.9733664772727271,0.7473958333333334
0.24545430527492004,0.521668866276741,0.9775094696969698,0.7864583333333334
0.2164794464002956,0.5216666460037231,0.9829545454545453,0.7936197916666666
0.1966913416981697,0.5467874854803085,0.9881628787878789,0.78515625
0.16413816606456583,0.525841474533081,0.9919507575757577,0.8033854166666666
0.14777286960320038,0.530196413397789,0.990411931818182,0.78515625
0.12922745401209051,0.5190383121371269,0.9964488636363634,0.796875
0.10851660506291823,0.5273943096399307,0.9955018939393938,0.7955729166666666
0.09499904174696315,0.5015599057078362,0.9969223484848485,0.8294270833333334
0.07826188850131902,0.5204523205757141,0.9943181818181818,0.7994791666666666
0.07018564624542539,0.4952790290117264,0.9986979166666667,0.830078125
0.05839286168867892,0.4956260919570923,0.9982244318181818,0.833984375
0.049755581908605316,0.5079334154725075,0.9991714015151516,0.8274739583333334
0.040263373743404045,0.49805906414985657,0.9998816287878789,0.837890625
0.033701413395729934,0.4862150028347969,0.9970407196969698,0.8411458333333334
0.028339767405255276,0.47907790541648865,0.998816287878788,0.8470052083333334
0.024378795388408682,0.4976983070373535,0.9990530303030304,0.8294270833333334
0.02154889025471427,0.49774108082056046,0.9940814393939394,0.8274739583333334
0.01770467772571878,0.4853583872318268,0.9973958333333333,0.84375
0.014390855900604616,0.48325465619564056,0.9984611742424243,0.8444010416666666
0.012552699624476108,0.4936451315879822,1.0,0.8346354166666666
0.010981711516664787,0.48142392933368683,0.9970407196969696,0.8385416666666666
0.009486933979629115,0.48166821151971817,0.9997632575757577,0.8404947916666666
0.007849918360906568,0.5056493207812309,0.9998816287878788,0.8287760416666666
0.008299013578586957,0.4903459995985031,0.9997632575757577,0.8372395833333334
0.0053330273896625095,0.46451857686042786,0.9977509469696969,0.8515625
0.00422944544962692,0.4695432409644127,0.9971590909090909,0.84375
0.004097096373284744,0.4932354986667633,0.9978693181818182,0.833984375
0.003564440703485161,0.4746003523468971,1.0,0.8470052083333334
0.0035787488397380166,0.4655933901667595,0.9997632575757577,0.8509114583333334
0.0033747491331517017,0.48157958686351776,0.9978693181818182,0.8502604166666666
0.0029576684676364744,0.49012377113103867,0.9997632575757577,0.8333333333333334
0.002414157860171558,0.49424926191568375,0.9998816287878788,0.8365885416666666
0.002055284175598486,0.4740941449999809,0.9947916666666667,0.8391927083333334
0.002532128252575851,0.4844338521361351,0.9998816287878788,0.8463541666666666
0.0015475419720380821,0.4861559271812439,0.9972774621212122,0.8287760416666666
0.001436240814986046,0.47643570601940155,0.9997632575757577,0.8463541666666666
0.0015705843821210278,0.5145563632249832,0.9953835227272727,0.828125
0.0016775511903688312,0.46012893319129944,0.9975142045454546,0.861328125
